"","Season","TeamID","PPG","FGP","TPP","FTP","ORPG","DRPG","APG","TOPG","SPG","BPG","PFPG","PCT"
"3995",2007,1386,67.322581,0.462276,0.376087,0.722222,11.645161,21.741935,13.225806,14.645161,5.806452,3.870968,17.580645,0.548387
"3996",2008,1386,73.333333,0.47687,0.384984,0.726106,9.939394,22.242424,14.878788,12.727273,7.212121,4.666667,17.393939,0.636364
"3997",2009,1386,68.25,0.439605,0.334021,0.734104,10.28125,24.21875,14.75,13.40625,6.46875,3.71875,16.78125,0.53125
"3998",2010,1386,69.064516,0.411831,0.299843,0.710335,9.645161,22.645161,13.096774,13.129032,7.290323,3.483871,17.83871,0.354839
"3999",2011,1386,64.515152,0.415042,0.327532,0.707038,9.787879,22.575758,12.484848,11,5.090909,5.484848,16.090909,0.333333
"4000",2012,1386,72.151515,0.471271,0.366057,0.695719,9.606061,26.757576,14.575758,12.757576,4.818182,7.090909,15.212121,0.606061
"4001",2013,1386,67.387097,0.440122,0.338438,0.697674,10.258065,24.516129,14.096774,11.870968,5.193548,5.709677,13.193548,0.580645
"4002",2014,1386,71.46875,0.468249,0.381029,0.643929,9.6875,26.09375,14.09375,12.34375,4.5625,4.59375,15.90625,0.727273
"4003",2015,1386,61.677419,0.403756,0.298748,0.615,11.354839,24.096774,12.709677,12.483871,6.612903,4.354839,16.870968,0.419355
"4004",2016,1386,77.30303,0.449093,0.327778,0.719298,10.30303,28.393939,15,10.212121,5.090909,3.424242,15.878788,0.794118
"4005",2017,1386,69.516129,0.417588,0.324022,0.649655,11.322581,25.193548,11.354839,11.967742,4.83871,3.419355,17.741935,0.354839
"4006",2003,1387,61,0.434723,0.341719,0.662698,8.655172,21.37931,12.310345,11.068966,6.068966,2.551724,18.103448,0.551724
"4007",2004,1387,62.3,0.427146,0.343454,0.701389,8.166667,23.266667,13.366667,12.933333,7.166667,1.466667,17.266667,0.6
"4008",2005,1387,56.433333,0.40891,0.294537,0.667323,9,24.133333,12.7,13.166667,6.333333,1.866667,16.7,0.3
"4009",2006,1387,60.310345,0.413655,0.328638,0.695896,10.896552,23.413793,12.137931,13.275862,5.137931,3.724138,17,0.551724
"4010",2007,1387,65.59375,0.455488,0.368,0.723368,8.375,26.0625,13.46875,13.40625,4.65625,4.25,16.875,0.59375
"4011",2008,1387,60.064516,0.434636,0.362173,0.723247,7.225806,23.580645,12.612903,12.387097,4.096774,2.741935,16.419355,0.516129
"4012",2009,1387,62.225806,0.430769,0.340862,0.696013,9.612903,22.612903,11.870968,12.645161,4.870968,2.483871,16.645161,0.548387
"4013",2010,1387,63.2,0.437984,0.335088,0.620996,8.866667,23.866667,12.6,13.333333,5.666667,4.966667,17.1,0.633333
"4014",2011,1387,62.7,0.435443,0.324165,0.658915,9.333333,21.9,13.633333,13.4,6.366667,3.466667,19.166667,0.366667
"4015",2012,1387,69.096774,0.453832,0.368771,0.714777,10.225806,22.516129,14,11.290323,6.967742,3.032258,16.967742,0.774194
"4016",2013,1387,68.90625,0.447447,0.34676,0.709191,9.0625,23.78125,12.875,11.28125,7.46875,3.1875,17.25,0.818182
"4017",2014,1387,70.064516,0.44451,0.320072,0.710756,9.935484,25.741935,14.096774,12.612903,7.387097,4.225806,17.290323,0.806452
"4018",2015,1387,59.096774,0.408083,0.321012,0.652516,9.064516,21.419355,12.032258,13.967742,5.16129,2.258065,20,0.322581
"4019",2016,1387,65.8125,0.419467,0.327842,0.70291,7.1875,25.46875,13.3125,13.625,5.46875,2.0625,20.1875,0.34375
"4020",2017,1387,61.393939,0.403924,0.342262,0.663317,8.454545,24.666667,12.818182,13.363636,4.969697,2.878788,19.393939,0.363636
"4021",2003,1388,66.310345,0.448057,0.372315,0.709815,9.586207,23.827586,11.413793,16.896552,6.37931,3.344828,21.965517,0.482759
"4022",2004,1388,75.821429,0.46,0.372222,0.72198,12.785714,24.142857,12.392857,16.25,6.357143,2.892857,19.214286,0.571429
"4023",2005,1388,69.967742,0.438406,0.354201,0.719198,12.129032,23.709677,11.322581,15.548387,6.032258,3.322581,18.290323,0.741935
"4024",2006,1388,69.857143,0.43541,0.361742,0.711726,12.357143,24.75,10.821429,14.964286,5.714286,3.928571,18.714286,0.571429
"4025",2007,1388,69.724138,0.425401,0.304802,0.688889,13.241379,24.241379,11.655172,13.793103,6.103448,5.448276,18.758621,0.482759
"4026",2008,1388,75.833333,0.459225,0.359209,0.663235,12.6,25.4,14.5,13.466667,7.3,5.2,17.133333,0.8
"4027",2009,1388,72.766667,0.440281,0.335605,0.692529,14.133333,25.233333,13.233333,12.566667,6.7,4.8,16.2,0.8
"4028",2010,1388,78.8,0.483333,0.41129,0.765233,10.833333,25.833333,16.4,11.466667,5.166667,5.266667,16.833333,0.833333
"4029",2011,1388,78.290323,0.484402,0.395802,0.765993,10.387097,23.774194,16.193548,11.064516,6.548387,3.290323,17.935484,0.741935
"4030",2012,1388,73.8,0.469287,0.344498,0.728682,11.433333,24.766667,15.4,11.733333,6.8,2.933333,15.933333,0.833333
"4031",2013,1388,74.875,0.471719,0.372957,0.730475,11.9375,24.875,14.5,11.9375,6.03125,2.96875,17.53125,0.8125
"4032",2014,1388,71.65625,0.449492,0.379487,0.707865,11.78125,22.28125,12.25,11.4375,5.46875,3.3125,19.28125,0.65625
"4033",2015,1388,68.965517,0.460784,0.377495,0.722117,10.172414,25.310345,15.137931,11.896552,5.034483,2.275862,17.586207,0.689655
"4034",2016,1388,74.741935,0.50991,0.41821,0.697395,8.870968,26.064516,16.677419,9.548387,4.870968,3.451613,15.612903,0.83871
"4035",2017,1388,72,0.495878,0.399433,0.747788,9.625,26,16.75,10.53125,4.15625,3.1875,14.75,0.875
"4036",2003,1389,73.517241,0.419753,0.337861,0.709615,14.310345,21.413793,12.827586,14.931034,8.103448,3.827586,22.103448,0.344828
"4037",2004,1389,75.724138,0.413832,0.356259,0.701471,13.137931,22.206897,12.758621,13.034483,7,3.448276,20.827586,0.586207
"4038",2005,1389,78.571429,0.425262,0.331776,0.693146,14.571429,22.428571,14.428571,13.428571,8.75,2.535714,20.107143,0.535714
"4039",2006,1389,74.53125,0.421645,0.338959,0.725086,14.84375,22.8125,13.5625,13.0625,8,3.46875,19.59375,0.53125
"4040",2007,1389,59.6,0.401123,0.339789,0.664516,11.466667,22.2,11.4,16.633333,7.066667,3.533333,18.2,0.166667
"4041",2008,1389,66.733333,0.409091,0.346667,0.665414,13.233333,23.733333,10.4,16.1,7.3,4.466667,19.766667,0.2
"4042",2009,1389,59.333333,0.396408,0.342657,0.662771,12.1,20.733333,9.9,15.3,8.066667,4.133333,19.833333,0.366667
"4043",2010,1389,62.1,0.398193,0.317328,0.663823,14.266667,24.7,10.366667,16.3,7.566667,4.4,19.7,0.533333
"4044",2011,1389,61.393939,0.403712,0.347826,0.643377,11.363636,24.424242,11.333333,15.060606,7.666667,4.606061,19.484848,0.606061
"4045",2012,1389,58.032258,0.405832,0.314928,0.647799,10.354839,19.935484,12.580645,15.612903,7.612903,3.548387,19.290323,0.16129
"4046",2013,1389,59.6,0.412737,0.335616,0.591919,10.733333,20.766667,11.333333,12.9,6.966667,3.5,18.9,0.3
"4047",2014,1389,63.258065,0.407041,0.315891,0.703812,10.612903,23.354839,9.774194,12.032258,6.419355,4.354839,18.290323,0.451613
"4048",2015,1389,61.205882,0.411799,0.342806,0.660403,10.382353,22.235294,10.117647,12.147059,6.264706,2.970588,19.235294,0.470588
"4049",2016,1389,65.533333,0.421687,0.326786,0.658076,10.733333,26.1,11.9,13.066667,5.566667,2.833333,17.6,0.466667
"4050",2017,1389,66.53125,0.434629,0.383234,0.710197,8.4375,24.4375,12.0625,11.0625,6.96875,2.78125,16.15625,0.59375
"4051",2003,1390,72.258065,0.441912,0.357737,0.675466,13.741935,25.129032,14.645161,14.322581,5.516129,3.354839,18.516129,0.741935
"4052",2004,1390,73.933333,0.484185,0.366197,0.752,11.1,25.2,16.366667,13.966667,6.366667,4.433333,17.266667,0.966667
"4053",2005,1390,70.1,0.437318,0.347826,0.739663,12.266667,23.7,12.266667,14.066667,6.733333,2.8,18.033333,0.6
"4054",2006,1390,66.428571,0.424916,0.348837,0.769103,11.428571,22.892857,14.285714,13.821429,5.321429,4.607143,16.642857,0.535714
"4055",2007,1390,69.933333,0.448726,0.351129,0.690635,12.6,25.933333,15,14.6,4.733333,6.1,18.266667,0.6
"4056",2008,1390,70.666667,0.448823,0.359596,0.695535,13.181818,25.666667,14.212121,12.272727,4.363636,5.181818,17.151515,0.787879
"4057",2009,1390,72.903226,0.4562,0.381113,0.709571,10.774194,21.16129,15.032258,12.806452,6.709677,2.322581,16.645161,0.580645
"4058",2010,1390,69.125,0.433742,0.353535,0.663677,10.53125,23.25,13.09375,12.125,5.375,1.6875,17.53125,0.4375
"4059",2011,1390,66.387097,0.430788,0.356115,0.658228,11,23.064516,11.612903,13.387097,4.806452,3.419355,18.451613,0.483871
"4060",2012,1390,70.5,0.439294,0.368421,0.665179,12.46875,24.5,12.53125,13.84375,6.15625,3.1875,19.40625,0.65625
"4061",2013,1390,71.40625,0.419133,0.357724,0.741486,11.71875,24.71875,12.21875,11.71875,5.9375,4,17.3125,0.5625
"4062",2014,1390,73.515152,0.464365,0.370722,0.702871,9.666667,25.181818,11.787879,11.242424,5.090909,4.242424,18.060606,0.636364
"4063",2015,1390,72.3125,0.433828,0.383128,0.725738,11.65625,24.9375,12.125,10.71875,5.46875,2.6875,19.21875,0.59375
"4064",2016,1390,69.137931,0.423367,0.317829,0.683773,10.896552,22.724138,11.517241,11.827586,6.689655,2.965517,20.275862,0.482759
"4065",2017,1390,69.433333,0.43728,0.322981,0.682889,10.266667,23.9,13.5,12.9,6.733333,2.566667,19.6,0.433333
"4066",2003,1391,71.384615,0.39651,0.310195,0.746692,14.615385,18.846154,11.5,14.653846,10.846154,1.884615,18.769231,0.230769
"4067",2004,1391,67.32,0.403807,0.297927,0.698529,13.96,21.36,11.04,14.88,9.48,2,18.6,0.4
"4068",2005,1391,66.461538,0.425399,0.321526,0.705882,12.769231,21.807692,10.461538,15.769231,7.961538,1.769231,18.230769,0.346154
"4069",2006,1391,66.53125,0.429971,0.344488,0.735669,11,19.625,11.78125,14.46875,8.65625,2.6875,19.5625,0.4375
"4070",2007,1391,65.206897,0.411118,0.333935,0.731872,11.068966,19.448276,10.655172,15.827586,7.137931,2.586207,20.793103,0.310345
"4071",2008,1391,65.612903,0.411271,0.328257,0.677279,11.548387,22.419355,8.774194,16.612903,7.16129,2.419355,19.516129,0.483871
"4072",2009,1391,66.071429,0.383216,0.312857,0.638507,13.464286,23.25,10.035714,14.428571,7.071429,3.428571,19.035714,0.392857
"4073",2010,1391,58.851852,0.383469,0.305556,0.612245,9.925926,20.148148,10.814815,14.555556,6.407407,2.444444,19.444444,0.185185
"4074",2011,1391,64.366667,0.429112,0.305085,0.622324,11.5,21.3,9.6,16.033333,7.533333,2.933333,21.366667,0.266667
"4075",2012,1391,71.964286,0.440572,0.34326,0.689655,11.642857,24.678571,14.821429,17.785714,6.607143,2.821429,19.535714,0.285714
"4076",2013,1391,69.966667,0.456737,0.348438,0.706927,10.033333,24.733333,16.1,15.9,5.366667,2.366667,16.666667,0.466667
"4077",2014,1391,61.806452,0.419533,0.2939,0.662712,9.451613,20.387097,11.935484,12.354839,5.612903,3.741935,17.064516,0.225806
"4078",2015,1391,64.857143,0.428105,0.317739,0.657088,9.214286,23.285714,11.678571,12.142857,4.178571,3.25,17.25,0.214286
"4079",2016,1391,77.9,0.44607,0.361194,0.720706,9.4,24.9,13.9,12.433333,5.666667,2.133333,18.266667,0.266667
"4080",2017,1391,75.758621,0.4356,0.333333,0.662139,8.275862,25.793103,12.758621,11.172414,4.62069,1.965517,19.172414,0.275862
"4081",2003,1392,64.269231,0.43475,0.335312,0.686515,11.153846,21.192308,12.384615,15.730769,6.807692,2.153846,17.153846,0.423077
"4082",2004,1392,62.566667,0.423469,0.315914,0.688742,10.933333,21.733333,10.666667,15.2,7.3,2.533333,18.366667,0.333333
"4083",2005,1392,61.827586,0.403226,0.340611,0.704918,10.758621,23.689655,10.62069,13.862069,6.034483,2.482759,17.724138,0.413793
"4084",2006,1392,58.178571,0.381286,0.339408,0.60515,11.642857,19.321429,9.785714,13.071429,6.571429,2.071429,21.357143,0.142857
"4085",2007,1392,59.896552,0.397321,0.311224,0.667269,12.896552,21.206897,8.724138,14.448276,7.37931,1.758621,20.862069,0.310345
"4086",2008,1392,61.233333,0.39056,0.326134,0.685606,13.466667,21.4,8.7,13.633333,7.133333,2.066667,20.3,0.233333
"4087",2009,1392,64,0.409434,0.344468,0.686067,11.482759,23.068966,9.586207,13.172414,8.310345,2.482759,19.310345,0.517241
"4088",2010,1392,68.4,0.429345,0.360721,0.695925,11.433333,24.966667,11.366667,12.933333,6.833333,1.966667,18.066667,0.7
"4089",2011,1392,60.354839,0.38007,0.339228,0.651685,11.870968,24.225806,9.290323,12.322581,5.419355,2.645161,17.967742,0.451613
"4090",2012,1392,65.7,0.423353,0.329159,0.702448,13.6,23.133333,10.533333,12.033333,5.2,1.6,14.966667,0.7
"4091",2013,1392,67.266667,0.438553,0.351515,0.713355,10.866667,26.566667,12.166667,11.633333,6.166667,3.9,15.766667,0.766667
"4092",2014,1392,71.5625,0.454291,0.356846,0.719653,11.40625,25.03125,12.75,12.40625,5.96875,3.03125,19.0625,0.6875
"4093",2015,1392,64.40625,0.415146,0.319846,0.667233,13.5625,25.71875,11.6875,11.96875,5.03125,3.96875,16.96875,0.65625
"4094",2016,1392,75.466667,0.47681,0.375242,0.66899,11.833333,26.5,16.3,11.666667,5.9,4.6,16.233333,0.8
"4095",2017,1392,69.225806,0.407119,0.333333,0.722314,10.806452,23.516129,12.193548,10.258065,5.354839,3.225806,19.354839,0.580645
"4096",2003,1393,80.103448,0.470067,0.330435,0.693431,14.310345,26.896552,14.965517,13.62069,8.310345,7.275862,16.586207,0.827586
"4097",2004,1393,72.928571,0.46324,0.311856,0.636364,13.928571,24.714286,15.357143,12.785714,7.892857,6.857143,17.642857,0.75
"4098",2005,1393,75.484848,0.485534,0.314168,0.663968,13.818182,24.151515,15.666667,13.363636,8.090909,4.666667,15.939394,0.818182
"4099",2006,1393,72.852941,0.439469,0.342704,0.642541,13.676471,24.647059,15.558824,15.294118,9.029412,6.441176,17.911765,0.676471
"4100",2007,1393,75.5,0.442214,0.370892,0.693182,12.90625,27.3125,14.90625,15.09375,8.46875,7.21875,17.4375,0.6875
"4101",2008,1393,78.53125,0.482924,0.337232,0.668348,13.3125,26.4375,16.25,15.875,7.96875,5.9375,16.84375,0.59375
"4102",2009,1393,80.970588,0.487531,0.353566,0.639903,12.735294,26.823529,18.176471,15.176471,7.647059,5.088235,15.676471,0.735294
"4103",2010,1393,81.46875,0.515818,0.385305,0.671449,12.125,26.03125,19.375,15.09375,10,6.5625,14.625,0.875
"4104",2011,1393,73.606061,0.468816,0.351759,0.659259,12.606061,25.242424,16.30303,12.121212,8.757576,6.818182,15.363636,0.787879
"4105",2012,1393,74.575758,0.465711,0.345336,0.691318,12.727273,22.606061,15.818182,10.545455,9.606061,7.090909,15.121212,0.939394
"4106",2013,1393,71.342857,0.440039,0.334385,0.675451,14.542857,24.2,14.542857,12.628571,8.885714,6.2,16.171429,0.742857
"4107",2014,1393,68.15625,0.437003,0.334728,0.703216,13.1875,22.0625,11.9375,8.90625,8.03125,4.9375,15.90625,0.84375
"4108",2015,1393,67.612903,0.429859,0.300388,0.659777,12.064516,24.580645,15.129032,11.903226,8.258065,5.064516,15.16129,0.580645
"4109",2016,1393,70.21875,0.426503,0.360825,0.682889,11.8125,23.71875,14.0625,12.125,8.09375,4.0625,16.5625,0.59375
"4110",2017,1393,75.75,0.456332,0.383989,0.733959,10.59375,24.125,15.5625,12.125,8,4.75,16.0625,0.5625
"4111",2003,1394,75.076923,0.447539,0.315315,0.733438,12.461538,23.192308,13.192308,17.038462,7.692308,2.192308,19.346154,0.423077
"4112",2004,1394,70.045455,0.455665,0.32,0.718884,12.409091,23.590909,15.045455,17.545455,7.318182,1.545455,18.363636,0.5
"4113",2005,1394,71.833333,0.485294,0.389049,0.749441,11.25,23.833333,17.333333,16.708333,6.666667,4.208333,17.25,0.666667
"4114",2006,1394,78.291667,0.481085,0.37619,0.70778,12.041667,25.083333,17.916667,17,8.708333,3.916667,21.541667,0.666667
"4115",2007,1394,79.103448,0.522135,0.401442,0.718407,11.241379,24.344828,17.931034,16.310345,7.448276,2.758621,18.896552,0.8
"4116",2008,1394,64.034483,0.418006,0.288,0.65142,14.344828,23.482759,11.37931,18.310345,5.344828,4.241379,20.965517,0.310345
"4117",2009,1394,66.7,0.417729,0.310606,0.671033,13.466667,23.366667,12.333333,17.1,8.2,3.766667,19.3,0.5
"4118",2010,1394,67.482759,0.453595,0.305155,0.659875,12.275862,24.206897,13,17.275862,7.655172,3.724138,18.586207,0.482759
"4119",2011,1394,60.75,0.425141,0.286682,0.645724,11.321429,21.464286,11.178571,17.321429,6.035714,3.357143,18.607143,0.25
"4120",2012,1394,58.5,0.395833,0.305857,0.6,10.8,23,11.566667,15.2,5.7,3.7,19.733333,0.2
"4121",2013,1394,60.214286,0.408545,0.30543,0.677019,10.392857,20.821429,10.821429,11.857143,6.357143,3.571429,19.714286,0.178571
"4122",2014,1394,68.4,0.472258,0.367816,0.669578,11.066667,22.1,12.133333,12.333333,6.566667,3.133333,20.033333,0.533333
"4123",2015,1394,65.533333,0.440299,0.330317,0.683246,9.666667,22.166667,10.033333,12.533333,6.7,2.633333,20.866667,0.566667
"4124",2016,1394,72.8,0.436848,0.338624,0.741194,11.066667,23.266667,12.5,12.4,9.366667,4.5,21.166667,0.766667
"4125",2017,1394,73.535714,0.465909,0.32816,0.720199,10.107143,22.964286,12.571429,13.392857,8.821429,3.75,20.071429,0.607143
"4126",2003,1395,76.642857,0.425308,0.323002,0.681319,13.107143,25.214286,14.392857,15.428571,6.928571,2.107143,21,0.321429
"4127",2004,1395,66.931034,0.414313,0.333333,0.675969,11.413793,23.517241,12.62069,14.758621,6.103448,2.413793,19.37931,0.413793
"4128",2005,1395,70.258065,0.410242,0.353535,0.595238,12.870968,23.516129,13.096774,14.387097,8.451613,1.677419,20.290323,0.580645
"4129",2006,1395,62.333333,0.370746,0.323002,0.636095,13.433333,20.733333,12,15.9,7.666667,2.2,19.3,0.2
"4130",2007,1395,63.066667,0.412961,0.331471,0.601744,11.633333,22.266667,12.566667,17.066667,6.8,3.466667,20.066667,0.433333
"4131",2008,1395,67.172414,0.399761,0.352649,0.682051,12.344828,22.793103,12.275862,14.172414,9.103448,2.275862,19.310345,0.448276
"4132",2009,1395,63.266667,0.423052,0.320965,0.733898,9.2,21.766667,12.233333,13.633333,5.6,1.1,18.533333,0.433333
"4133",2010,1395,66.866667,0.443038,0.358814,0.710775,8.966667,22.066667,13.366667,13.8,5.066667,1.8,19.233333,0.366667
"4134",2011,1395,67.272727,0.436006,0.349673,0.674074,9.545455,23.30303,14.363636,12.666667,6.30303,2.242424,19.212121,0.333333
"4135",2012,1395,70.5,0.427219,0.358678,0.692073,10.733333,21.466667,13.1,13.366667,6.666667,2.466667,19.166667,0.533333
"4136",2013,1395,54.387097,0.395257,0.308108,0.603896,10.774194,20.83871,9.806452,13.483871,5.258065,2.677419,16.516129,0.322581
"4137",2014,1395,63.333333,0.400771,0.319005,0.732092,8.4,21.233333,11.133333,11.7,6.1,3.166667,17.233333,0.266667
"4138",2015,1395,68.151515,0.437258,0.326797,0.614744,13.484848,23.30303,13.181818,11.969697,6.272727,5.333333,20.636364,0.545455
"4139",2016,1395,66.939394,0.405525,0.335125,0.670702,10.757576,22.969697,11.575758,14.484848,6.454545,3.818182,20.515152,0.363636
"4140",2017,1395,73.636364,0.462788,0.354985,0.688604,11.242424,24.151515,16.606061,13,6.242424,4.666667,17.484848,0.545455
"4141",2003,1396,66.733333,0.407199,0.331529,0.668831,12.766667,21.3,10.433333,10.033333,9.166667,3.533333,16.466667,0.5
"4142",2004,1396,64.928571,0.381096,0.279137,0.647378,14.678571,22,8.678571,9.107143,8.392857,2.928571,16.428571,0.535714
"4143",2005,1396,64.275862,0.390728,0.272162,0.661591,14.724138,21.344828,9.862069,9.137931,7.793103,3.206897,16.068966,0.551724
"4144",2006,1396,62.290323,0.398013,0.325265,0.596965,11.774194,19.709677,9.741935,7.741935,10.032258,2.483871,15.419355,0.548387
"4145",2007,1396,75.033333,0.459602,0.367069,0.708738,9.933333,22.333333,14.633333,12.633333,7.566667,2.866667,19.233333,0.4
"4146",2008,1396,72.606061,0.471517,0.372493,0.741214,8.848485,23.878788,15.060606,12.757576,6.272727,4.424242,17.848485,0.636364
"4147",2009,1396,68.969697,0.445342,0.367347,0.698113,11.121212,25.818182,15.575758,12.636364,5.575758,4.151515,17.121212,0.666667
"4148",2010,1396,65.212121,0.436788,0.336237,0.684314,11.212121,26.030303,14.878788,10.515152,4.727273,2.969697,14.848485,0.852941
"4149",2011,1396,70.9375,0.448031,0.353902,0.693651,11.03125,25.0625,15.25,10.78125,6.9375,4.6875,15.9375,0.78125
"4150",2012,1396,76.032258,0.471572,0.402135,0.718494,10.516129,24.516129,15.612903,12.516129,7.225806,4.16129,17.677419,0.774194
"4151",2013,1396,72.75,0.429867,0.333811,0.725225,11.34375,23.09375,14.875,10.96875,8.03125,3.6875,16.40625,0.71875
"4152",2014,1396,73.903226,0.428128,0.338384,0.70684,12.354839,23.193548,13.580645,10.548387,5.806452,3.516129,18.483871,0.290323
"4153",2015,1396,64.818182,0.38377,0.303597,0.686478,12.363636,25.545455,12.30303,9.939394,7,4.30303,17.363636,0.69697
"4154",2016,1396,68.65625,0.404701,0.339648,0.68431,11.1875,25.5625,13.53125,9.15625,5.34375,3.125,16.125,0.65625
"4155",2017,1396,70.90625,0.421712,0.355638,0.72332,10,24.28125,14.5,11.40625,6.5,4,18.15625,0.5
"4156",2003,1397,68.571429,0.456522,0.37155,0.727768,11.107143,24.464286,15.75,15.071429,5.928571,3.285714,17.642857,0.607143
"4157",2004,1397,71.714286,0.440777,0.348786,0.724036,12.714286,24.25,15.214286,14.892857,5.964286,3.357143,18.321429,0.535714
"4158",2005,1397,68.967742,0.454979,0.38342,0.689046,10.290323,22.419355,13.516129,13.935484,7.322581,3.16129,17.806452,0.451613
"4159",2006,1397,81.321429,0.466513,0.393365,0.70068,11.535714,21.821429,17.214286,12.964286,10.214286,3.035714,18,0.75
